"Page.Name";"disclaimer";"spend";"Number.of.Ads.in.Library";"Specific_Party_uncleaned";"Specific_Party";"Broad_Sector_uncleaned";"Broad_Sector";"Support_Type_uncleaned";"Support_Type";"FEC_registered";"CMT_ID";"CMTE_ST";"CMTE_DSGN";"CMTE_PTY_AFFILIATION";"ORG_TP";"CONNECTED_ORG_NM";"CAND_ID";"CMTE_TP"
"Vote for Joe Biden 2020";"BIDEN VICTORY FUND";205161;1210;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Joyce Elliott";"JOYCE ELLIOTT FOR CONGRESS";204652;418;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00726943";"AR";"P";"DEM";"";"NONE";"H0AR02206";"H"
"Ancestry";"ANCESTRY.COM OPERATIONS INC.";204490;30;"NON-PARTISAN";"NONPARTISAN";"other";"other";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Team Biden 2020";"BIDEN VICTORY FUND";204239;1096;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Team Biden Harris 2020";"BIDEN VICTORY FUND";204178;1122;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"No on Prop 22";"NO ON PROP 22, SPONSORED BY LABOR ORGANIZATIONS. COMMITTEE MAJOR FUNDING FROM INTERNATIONAL BROTHERHOOD OF TEAMSTERS UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION CLC AND SERVICE EMPLOYEES INTERNATIONAL UNION";204073;75;"DEMOCRATIC";"DEMOCRATIC";"Labor";"law";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Working Michigan";"WORKING MICHIGAN PAC";204039;327;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00627240";"MI";"U";"";"";"NONE";"";"O"
"Alliance for Safety and Justice";"ALLIANCE FOR SAFETY AND JUSTICE";203935;566;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)4";"50x";"NO";"";"";"";"";"";"";"";""
"Ben McAdams";"FRIENDS OF BEN MCADAMS";203327;2541;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00658633";"UT";"P";"DEM";"";"NO LABELS PROBLEM SOLVERS PAC";"H8UT04053";"H"
"BBCC: Barbershop and Black Congregation Cooperative";"FAITH IN MINNESOTA";203020;90;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Biden for America 2020";"BIDEN VICTORY FUND";202898;1242;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Philly Votes 2020";"PHILLY VOTES 2020";202585;122;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"Realtors";"NATIONAL ASSOCIATION OF REALTORS";202064;11;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00030718";"IL";"B";"UNK";"M";"CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE";"";"Q"
"For Our Future Ohio";"FOR OUR FUTURE";201678;75;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00620971";"DC";"U";"";"";"";"";"O"
"Mark Warner VA";"FRIENDS OF MARK WARNER";201641;228;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00438713";"VA";"P";"DEM";"";"WARNER ACTION FUND";"S6VA00093";"S"
"Dan Feehan for Congress";"FRIENDS OF DAN FEEHAN";201022;827;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00649327";"MN";"P";"DFL";"";"PUBLIC SERVICE 44 FUND";"H8MN01279";"H"
"SEIU PA State Council";"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)";200953;328;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"Political_Action_Commitees";"pac";"YES";"";"";"";"";"";"";"";""
"Joe Biden: Build Back Better";"BIDEN VICTORY FUND";200181;1328;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"America's Future Majority Fund";"AMERICA'S FUTURE MAJORITY FUND";200152;22;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00695528";"DC";"U";"";"";"";"";"O"
"Count All Kids";"PARTNERSHIP FOR AMERICA'S CHILDREN WITH FACEBOOK AD CREDITS";199994;10;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Vote for Joe Biden";"BIDEN VICTORY FUND";199819;1311;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Preemptive Love";"PREEMPTIVE LOVE COALITION";199293;229;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Bill O'Reilly";"BILL ME, INC.";199166;22;"?";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"The Genesis Prize";"GPF NA LLC";199112;133;"NON-PARTISAN";"NONPARTISAN";"other";"other";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Joe Biden for President 2020";"BIDEN VICTORY FUND";198993;1314;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Blexit";"BLEXIT FOUNDATION";198925;328;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(C)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Texans Vote";"TEXAS HDCC";198831;276;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"NO";"";"";"";"";"";"";"";""
"Biden For President";"BIDEN VICTORY FUND";198682;1290;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"OneALASKA";"ONEALASKA";198449;261;"NON-PARTISAN";"NONPARTISAN";"region";"region";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"North Carolina Democratic Party";"NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL";197493;342;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00165688";"NC";"U";"DEM";"";"NC STATE PARTY VICTORY FUND";"";"Y"
"Blaze Media";"BLAZE MEDIA LLC";196884;29;"REPUBLICAN";"REPUBLICAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"State Voices";"STATE VOICES";196793;3376;"?";"NONPARTISAN";"?";"other";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Just Democracy";"JUST DEMOCRACY";196785;457;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Trump for Wisconsin";"DONALD J. TRUMP FOR PRESIDENT, INC.";196520;6655;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"Equality Florida";"EQUALITY FLORIDA";196154;468;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90020041";"FL";"U";"";"";"";"";"I"
"Somos PAC";"SOMOS PAC";195331;234;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00724203";"DC";"U";"";"";"SOMOS VOTANTES";"";"O"
"Really American";"REALLY AMERICAN PAC";194723;201;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00748582";"DC";"U";"";"";"NONE";"";"O"
"Nicole Galloway";"NICOLE GALLOWAY FOR MISSOURI";194473;429;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"NO";"";"";"";"";"";"";"";""
"The Humane Society of the United States";"HUMANE SOCIETY OF THE UNITED STATES, THE";194177;195;"NON-PARTISAN";"NONPARTISAN";"climate";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Biden for President 2020";"BIDEN VICTORY FUND";193911;1097;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00744946";"DC";"J";"";"";"NONE";"";"N"
"Team Trump";"DONALD J. TRUMP FOR PRESIDENT, INC.";193676;2807;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"Ashley Hinson";"ASHLEY HINSON FOR CONGRESS";192759;1788;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00706267";"IA";"P";"REP";"";"ASHLEY HINSON VICTORY COMMITTEE";"H0IA01174";"H"
"Project War Path";"PROJECT WAR PATH";192729;4397;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Sean Casten for Congress";"CASTEN FOR CONGRESS";192596;71;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00648493";"IL";"P";"DEM";"";"DURBIN CASTEN VICTORY FUND";"H8IL06139";"H"
"American Heart Association: You're the Cure";"AMERICAN HEART ASSOCIATION";191640;60;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Yes on 109";"YES FOR PSILOCYBIN THERAPY";191361;134;"NON-PARTISAN";"NONPARTISAN";"law";"law";"Political_Action_Commitees";"pac";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"For Our Future Pennsylvania";"FOR OUR FUTURE";191162;533;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"YES";"C00620971";"DC";"U";"";"";"";"";"O"
"Illinois Department of Human Services";"ILLINOIS DEPARTMENT OF HUMAN SERVICES";190623;3728;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"state";"government";"NO";"";"";"";"";"";"";"";""
"California Secretary of State";"CALIFORNIA SECRETARY OF STATE WITH FACEBOOK AD CREDITS";190248;16;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"state";"government";"NO";"";"";"";"";"";"";"";""
"MomsRising.org";"MOMSRISING EDUCATION FUND";190134;15;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Texas Rising";"TEXAS RISING";189770;415;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"MINT & LILY";"MINT&LILY";189550;100;"NON-PARTISAN";"NONPARTISAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Bryant Cameron Webb";"DR. CAMERON WEBB FOR CONGRESS";189301;328;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00714964";"VA";"P";"DEM";"";"SERVE AMERICA VICTORY FUND";"H0VA05145";"H"
"Anthony Brindisi For Congress";"BRINDISI FOR CONGRESS";189072;769;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00648725";"NY";"P";"DEM";"";"BRINDISI VICTORY FUND";"H8NY22151";"H"
"Energy For Progress";"THE AMERICAN PETROLEUM INSTITUTE";188710;6708;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00483677";"DC";"B";"";"T";"";"";"Q"
"Minnesota Values";"DFL SENATE CAUCUS";188644;466;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00380352";"MN";"U";"DEM";"";"MINNESOTA DEMOCRATIC FARMER LABOR PARTY";"";"Y"
"Security is Strength PAC";"SECURITY IS STRENGTH PAC";188439;63;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00573733";"SC";"U";"";"";"NONE";"";"O"
"Live Action";"LIVE ACTION";188285;277;"NON-PARTISAN";"NONPARTISAN";"pro_life";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"VOTEPROCHOICE";"DEMOCRATS.COM";188269;478;"DEMOCRATIC";"DEMOCRATIC";"pro_choice";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00580993";"NY";"U";"";"";"NONE";"";"V"
"Defenders of Wildlife";"DEFENDERS OF WILDLIFE";188186;347;"NON-PARTISAN";"NONPARTISAN";"climate";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"A Better Wisconsin Together Political Fund";"A BETTER WISCONSIN TOGETHER POLITICAL FUND";187829;63;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"American Leadership Committee";"AMERICAN LEADERSHIP COMMITTEE, AND NOT AUTHORIZED BY ANY CANDIDATE.";186518;503;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Dockers";"LEVI STRAUSS & CO.";186492;22;"NON-PARTISAN";"NONPARTISAN";"clothing";"other";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Community Change Action";"WIN JUSTICE";185905;306;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00672394";"DC";"U";"";"";"NONE";"";"O"
"Doug Collins";"COLLINS FOR SENATE, INC.";185648;764;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00736983";"GA";"P";"REP";"";"NONE";"S0GA00567";"S"
"Crime Survivors for Safety and Justice";"ALLIANCE FOR SAFETY AND JUSTICE";185376;1425;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)4";"50x";"NO";"";"";"";"";"";"";"";""
"Michigan Families First";"MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE";183179;1534;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00031054";"MI";"U";"DEM";"";"DNC VICTORY FUND";"";"Y"
"We Welcome Refugees";"WE WELCOME REFUGEES";182958;136;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)3";"50x";"NO";"";"";"";"";"";"";"";""
"Georgia Safe and Strong";"GEORGIA SAFE AND STRONG, INC.";182540;1768;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"Political_Action_Commitees";"pac";"YES";"C00762617";"GA";"U";"";"";"NONE";"";"O"
"Debbie Mucarsel-Powell";"DEBBIE FOR CONGRESS";181527;428;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00652065";"FL";"P";"DEM";"";"MUCARSEL-POWELL 2018 VICTORY FUND";"H8FL26039";"H"
"Health Care Voter";"CHANGE NOW, INC.";181288;46;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00683599";"DC";"U";"";"";"NONE";"";"O"
"North Star Values";"SENATE VICTORY FUND";181164;939;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Kelly Loeffler";"GEORGIANS FOR KELLY";181083;570;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00729608";"GA";"P";"REP";"";"TEAM LOEFFLER";"S0GA00526";"S"
"Marco Rubio";"MARCO RUBIO FOR SENATE";181081;9;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00620518";"VA";"P";"REP";"";"RUBIO VICTORY COMMITTEE";"S0FL00338";"S"
"Ben Ferguson";"BEN FERGUSON SHOW";180684;66;"REPUBLICAN";"REPUBLICAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Nancy Mace";"NANCY MACE FOR CONGRESS";180668;332;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00710103";"SC";"P";"REP";"";"CONSERVATIVE SQUAD";"H0SC01394";"H"
"Color Of Change";"COLOROFCHANGE.ORG";180541;97;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"REP.CA";"PICO CALIFORNIA ON BEHALF OF MILLION VOTERS PROJECT";180237;350;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(C)3";"50x";"NO";"";"";"";"";"";"";"";""
"Arizona Democratic Party";"ARIZONA DEMOCRATIC PARTY";180090;143;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00166710";"AZ";"U";"DEM";"";"DNC SERVICES CORPORATION / DEMOCRATIC NATIONAL COMMITTEE";"";"Y"
"State of Great MN";"COALITION OF MINNESOTA BUSINESSES";178875;121;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Edelson P.C.";"EDELSON PC";178798;43;"NON-PARTISAN";"NONPARTISAN";"lawyer";"other";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Students for Life of America";"STUDENTS FOR LIFE OF AMERICA, INC.";178287;321;"NON-PARTISAN";"NONPARTISAN";"pro life";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"8 Billion Trees";"8 BILLION TREES";178256;33;"NON-PARTISAN";"NONPARTISAN";"climate";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"Yes On Prop 24 - Californians for Consumer Privacy";"YES ON PROP 24, CALIFORNIANS FOR CONSUMER PRIVACY COMMITTEE MAJOR FUNDING FROM ALASTAIR MACTAGGART";177643;124;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Jeanne Shaheen";"SHAHEEN FOR SENATE";177615;760;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00457325";"DC";"P";"DEM";"";"SHAHEEN VICTORY FUND 2020";"S0NH00219";"S"
"Karla Dennis and Associates Inc.";"KARLA DENNIS & ASSOCIATES, INC";177227;526;"NON-PARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Alyse Galvin for Congress 2020";"ALYSE FOR ALASKA";176946;393;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00665711";"AK";"P";"IND";"";"NONE";"H8AK00140";"H"
"Pay Up Climate Polluters";"CENTER FOR CLIMATE INTEGRITY";176914;47;"NON-PARTISAN";"NONPARTISAN";"climate";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Santa Clara County - Office of the Census";"COUNTY OF SANTA CLARA, OFFICE OF THE CENSUS";175535;79;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"state";"government";"NO";"";"";"";"";"";"";"";""
"Buckeye State Republicans";"REPUBLICAN NATIONAL COMMITTEE";175287;2230;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00003418";"DC";"U";"REP";"";"COLORADO TRUMP VICTORY";"";"Y"
"Organization Abuse";"X SOCIAL MEDIA LLC";175287;319;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"IVote Civic Education Fund";"IVOTE CIVIC EDUCATION FUND INC";175137;2;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"National Security Action";"NATIONALSECURITYACTION.ORG";174784;35;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Integrity First PAC";"Integrity First PAC";174419;30;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00632562";"DC";"U";"";"";"";"";"Q"
"Ted Cruz";"TED CRUZ FOR SENATE";174074;165;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00492785";"TX";"P";"REP";"";"2018 SENATORS CLASSIC COMMITTEE";"S2TX00312";"S"
"Supermajority";"SUPERMAJORITY";173545;1942;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00723098";"NY";"U";"";"";"NONE";"";"O"
"Montana Speaks Out";"MONTANANS FOR BULLOCK";172799;64;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00741611";"MT";"P";"DEM";"";"";"S0MT00173";"S"
"Club for Growth";"CLUB FOR GROWTH";172756;86;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00432260";"DC";"U";"";"M";"CLUB FOR GROWTH";"";"Q"
"John Cornyn";"CORNYN MAJORITY TEXAS";170753;573;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00697730";"VA";"J";"";"";"";"";"N"
"News Break - Politics News";"PARTICLE MEDIA";170142;704;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Leading Colorado Forward";"LEADING COLORADO FORWARD";170085;618;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"501(c)(4)";"50x";"YES";"C30003156";"CO";"U";"";"";"";"";"E"
"Noticias para Inmigrantes";"WISE ROCK MEDIA, PBC";170013;907;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Arizonans For Energy Independence";"ARIZONANS FOR ENERGY INDEPENDENCE AND NOT AUTHORIZED BY ANY CANDIDATE";169848;61;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"Jim Jordan for Congress";"JIM JORDAN FOR CONGRESS";169355;26;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00416594";"OH";"P";"REP";"";"BUCKEYE VICTORY FUND";"H6OH04082";"H"
"Rocky Mountain Values";"ROCKY MOUNTAIN VALUES";169310;22;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"501(c)(4)";"50x";"YES";"C30003131";"CO";"U";"";"";"";"";"E"
"SmartNews : Local Breaking News";"SMARTNEWS INTERNATIONAL, INC.";169252;13671;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Bloomberg Philanthropies";"BLOOMBERG PHILANTHROPIES";169067;1128;"NON-PARTISAN";"NONPARTISAN";"culture";"other";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Keeping America Great";"FAMTEEWORLD";168343;6;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Human Rights Campaign";"HUMAN RIGHTS CAMPAIGN, INC";167275;458;"DEMOCRATIC";"DEMOCRATIC";"merchandize";"merchandize";"Political_Action_Commitees";"pac";"YES";"C00235853";"DC";"B";"";"M";"HUMAN RIGHTS CAMPAIGN";"";"Q"
"Prairie Fire Illinois";"PRAIRIE FIRE";167097;306;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Progress Georgia";"PROGRESS GEORGIA, INC.";166879;363;"NON-PARTISAN";"NONPARTISAN";"region";"region";"501(c)(6)";"50x";"NO";"";"";"";"";"";"";"";""
"FreedomWorks";"FREEDOMWORKS, INC.";166812;213;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00499020";"DC";"U";"";"";"NONE";"";"O"
"Mike Pence";"DONALD J. TRUMP FOR PRESIDENT, INC.";166728;3142;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"Van Drew for Congress";"VAN DREW FOR CONGRESS";166493;873;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00661868";"NJ";"P";"REP";"";"SOUTH JERSEY FIRST";"H8NJ02166";"H"
"Florida Rights Restoration Coalition";"FLORIDA RIGHTS RESTORATION COALITION";166200;115;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)3";"50x";"NO";"";"";"";"";"";"";"";""
"Independent Voter";"INDEPENDENT VOTER PROJECT";166101;280;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)4";"50x";"NO";"";"";"";"";"";"";"";""
